Ano,title,Rating,Duração,Taxa_Liked_Watched,Id,atributos
1956,Depois Eu Conto,3.5,105,0.3,1653,"Depois Eu Conto José Carlos Burle Zé da Bomba dreams of being rich, and his neighbour dreams of being an artist and having an affair with him. comedy music --"
2016,‘Jovens Infelizes ou Um Homem que Grita não é um Urso que Dança’,3.1,125,0.1,1654,Young and Miserable or a Man Screaming Is Not a Dancing Bear Thiago B. Mendonça To start again. one has to destroy. music comedy drama
2011,Dia Estrelado,3.5,18,0.11,1655,"Dia Estrelado Nara Normande In an inhospitable place, a boy and his family struggle for survival. animation drama --"
2020,‘O Barco e O Rio’,3.3,17,0.11,1656,The Boat and the River Bernardo Ale Abinader Vera is a religious woman who takes care of a vessel in the port of Manaus. She needs to deal with Sister Josi with whom she disagrees about how to handle the boat and how to live life. drama -- --
2019,‘Zona Árida’,3.5,76,0.16,1657,"Arid Zone Fernanda Pessoa In 2001, Fernanda was a 15-year-old Brazilian foreign exchange student in Mesa, Arizona, considered the most conservative city in the United States. Fifteen years later – and two months before Donald Trump’s election – she’s back to understand her experience there. documentary -- --"
2008,A Guerra dos Rocha,2.7,76,0.04,1658,"A Guerra dos Rocha Jorge Fernando Clumsy old lady Dina Rocha lives with her son Marcelo. After a series of incidents at home, she moves to her house in Santa Teresa. She meets her friend Nonô and she pays a visit to her old friend. Her sons do not know where she is and they go to the hospitals and morgues. Coincidently there is the body of an old lady smashed by a truck and they believe that she is their mother. Meanwhile two smalltime thieves break in Nonô’s house and keep the two old ladies locked in the bathroom. During the funeral of Dina Rocha, the dysfunctional families have a quarrel disputing their heritage. × comedy -- --"
1987,Tim Maia,3.8,15,0.38,1659,"Tim Maia Flávio R. Tambellini A day in the life of singer and songwriter Tim Maia. The Brazilian musical icon discusses themes such as his childhood, love, his musical influences, and life outside of Earth. documentary -- --"
1978,Wilsinho Galiléia,3.6,65,0.22,1660,"Wilsinho Galiléia João Batista de Andrade Reconstruction of the life of Wilsinho, who was a dangerous criminal by the time he was 14. After getting arrested multiple times, he finally was killed by the police at the home of his girlfriend Geni. documentary -- --"
2011,Pra eu Dormir Tranquilo,3.6,15,0.15,1661,"Pra eu Dormir Tranquilo Juliana Rojas Luis is an 8 year old boy. Dora, his nanny, passed away a few weeks ago. When Dora reappears hidden in Luis’s closet, the boy must make great efforts to quench the nanny’s hunger. thriller -- --"
2008,‘Guidable - A Verdadeira História do Ratos de Porão’,3.9,120,0.24,1662,"Guidable - The Real History of Ratos de Porão Marcelo Appezzato The uncensored history from the Brazilian band Ratos de Porão, one of the oldest Hardcore bands in the world. Almost three decades of drugs, madness and a lot of noise, told by the people who made and still make part of this institution of heavy rock. music documentary --"
1971,"Lúcia McCartney, Uma Garota de Programa",3.5,71,0.26,1664,"Lúcia McCartney, Uma Garota de Programa David Neves The daily life of a Brazilian escort. drama -- --"
2003,Outros (Doces) Bárbaros,3.9,75,0.21,1665,"Outros (Doces) Bárbaros Andrucha Waddington Almost thirty years after the first reunion of Doces Bárbaros (four of Brazil’s major popular music stars: Caetano Veloso, Gilberto Gil, Gal Costa and Maria Bethânia), the artists involved decided to get together again for limited concerts in São Paulo and Rio de Janeiro, in December 2002. The film documents the group’s live performances, rehearsals and interviews. music documentary --"
1979,‘Samba da Criação do Mundo’,3.8,83,0.44,1666,"Samba of the Creation of the World Vera de Figueiredo Three mythical African princesses tell how Olorum, lord of the Universe, has created the Earth, according to the Nagô tradition. music documentary fantasy"
2019,‘As Viajantes’,3.5,11,0.12,1667,"The Travelers Davi Mello On a Friday night, two actresses share their fears. drama mystery science-fiction"
2014,Lascados,2.1,89,0.06,1668,"Lascados Vitor Mafra 1994. Felipe, Burunga and Deco are three young friends who want to enjoy the carnival. To do this, they take an old 1970s van, used to sell hot dogs, and leave Sao Paulo for Bahia. comedy -- --"
2021,‘Oráculo’,2.7,61,0.09,1669,Oracle Gustavo Jahn Oracle is a method: it is the voice of the question and the answer. mystery -- --
1969,Máscara da Traição,3.5,95,0.27,1670,"Máscara da Traição Roberto Pires Couple of lovers want to steal the income of a popular soccer game, at Maracanã Stadium, in Rio de Janeiro. crime thriller --"
2018,Os Sonâmbulos,3.3,110,0.1,1671,Os Sonâmbulos Tiago Mata Machado A tale of love and death in a world where the state of exception has become the rule and the last days of humanity never end. drama -- --
2016,‘Entre os Homens de Bem’,3.5,102,0.17,1672,"The Stranger in the House Caio Cavechini Jean Wyllys is one of the MPs of Brazil’s National Congress. The politician, who is also a journalist and teacher, fights for minorities, as well as being one of the greatest representatives of the LGBTQ+ cause. Now, he exposes a period of three years of his routine in the public sphere, which provokes a reflection on a time of polarization in Brazilian politics. documentary -- --"
2020,220 Volts: Especial de Fim de Ano,3.9,52,0.16,1675,"220 Volts: Especial de Fim de Ano Susana Garcia Dona Hermínia and other renowned characters from Paulo Gustavo, such as Senhora dos Absurdos and Maria Enfisema, are in the ‘220 Volts Special New Year’. comedy -- --"
2020,‘A Morte Habita à Noite’,3.2,94,0.22,1676,"Death Inhabits at Night Eduardo Morotó Greasy hair; grooved and unshaven face; emanating alcohol fumes. Raúl just doesn’t care anymore. In the opening scene of Death Inhabits at Night, the unemployed writer pours himself another glass of cheap wine as an upstairs neighbour leaps to his death. His girlfriend is clearly more upset by the incident. A little later, she finds a letter by the door reminding them to pay the rent or be evicted. Raúl shrugs and suggests going back to bed. But all of this dismissiveness changes following a meeting with a troubled young girl. × drama -- --"
2005,Favela Rising,3.3,82,0.1,1677,Favela Rising Jeff Zimbalist A man emerges from the slums of Rio to lead the nonviolent cultural movement known as Afro-reggae. documentary -- --
1968,"Edu, Coração de Ouro",3.3,81,0.14,1678,"Edu, Coração de Ouro Domingos de Oliveira A volatile young man, Edu is a typical Rio de Janeiro middle-class kind, who flirts with multiple women at the same time. None of them, however, had managed to make him fall in love, until he met with mysterious Tatiana. comedy -- --"
1973,A Noite do Desejo,3.4,88,0.28,1679,"A Noite do Desejo Fauzi Mansur Two factory workers decide to spend all of their pay on a Saturday night with two prostitutes, but things don’t go as planned. drama -- --"
2020,No Kings,3.3,88,0.17,1681,"No Kings Emilia Mello Not too far from Rio de Janeiro’s rumbling motorways and electric lights there is a place, where carving canoes and building houses with clay are still an essential part of life. ‘No Kings’ has been made in the same free spirit that defines the lives of the inhabitants of the small community between the sea and the rain forest. Out here, nature itself is the supreme authority. The rest of society with its gods and kings is a distant echo. The vital, saturated universe enshrouds us as we are out catching crabs with the children or hear the rain patter on the roof in the middle of the night. The Caiçara people maintain and cultivate the last remnants of the Atlantic rain forest, and their traditions are based on sustainable values from Brazil, Japan, Africa and Europe. But Brazil’s new government has other plans for the rain forest and for the country’s many minorities. × documentary -- --"
1965,‘O Beijo’,3.2,78,0.11,1682,"The Kiss Flávio Tambellini When a dying man receives a kiss from a bereaved man who tries to save him, the man is jailed as a homosexual. He is released from jail, but his life has been ruined by the incident – and the man eventually is killed by his own father-in-law. The kiss that resulted in the eventual persecution and death of the man is never shown in this plodding, downbeat drama. drama -- --"
2018,A Pedra da Serpente,2.8,75,0.1,1683,"A Pedra da Serpente Fernando Sanches After losing a baby in the third trimester, Joana decides to go on vacation in Peruibe, a small seaside town, known for UFO’s sightings. After a one night stand, Joana runs over a man and kills him. Joana then ignites a strange relationship with Maria, the wife of the man she killed and finds herself immersed in a peculiar story of alien abductions. drama fantasy science-fiction"
1982,Os Vagabundos Trapalhões,3.0,96,0.08,1684,"Os Vagabundos Trapalhões J.B. Tanko Bonga, his three friends and his girlfriend Loló care for abandoned children in a cave on the outskirts of a city. One day, Pedrinho runs away from home and goes to live in the cave. His father, a powerful industrial, offers a reward to anyone who brings the child back. adventure comedy family"
2009,‘A Fuga da Mulher Gorila’,3.0,82,0.1,1686,"The Scape of the Monkey Woman Felipe Bragança Two girls star in this musical drama amazing road! A van, a beach, a reed, very homesick, girls in flower perched at gas stations… and a little music. adventure music --"
1992,Turma da Mônica: O Natal de Todos Nós,3.4,18,0.11,1687,"Turma da Mônica: O Natal de Todos Nós Mauricio de Sousa Mônica, Cebolinha, Cascão and Magali give their testimonies about Christmas: what it means to them, how they celebrate and what they feel on this date. comedy family animation"
2012,‘Hélio Oiticica’,3.5,94,0.12,1688,"Inside Hélio Oiticica César Oiticica Filho Hélio Oiticica was one of the artists that most united reflection with artistic creation. His ideas and propositions, expressed not only in texts but also in statements and interviews, revolutionized art and culture, transforming him into one of the most important Brazilian artists of the 20th century. Foregoing voiceover narration and expert analyses, the film allows Oiticica himself to narrate his life and expound upon his art in his own words, and in extremely rare archival audio and visual material. × documentary -- --"
1979,Maldita Coincidência,3.3,75,0.17,1689,"Maldita Coincidência Sérgio Bianchi At the height of the military dictatorship, an abandoned mansion in the center of São Paulo is occupied by militants, hippies, maniacs, homosexuals, punks, artists and poets, as well as immigrants from different parts of the world. drama -- --"
2008,‘Bellini e o Demônio’,2.6,120,0.05,1690,"Bellini and the Devil Marcelo Galvão Tells the story of detective Remo Bellini, who gets pulled into a web of death and mysteries that take him to a world of illusions where everything is a self-created fantasy. He’s taken by this evil inside that makes him lose a sense of reality with visions, anguish and loneliness - everything takes him down a path of no return. He can’t understand what’s happening, but the deaths surrounding him are getting closer and closer. It’s a race against time before it’s too late. × thriller mystery crime"
1971,Roberto Carlos a 300 Quilômetros por Hora,3.1,99,0.15,1691,Roberto Carlos a 300 Quilômetros por Hora Roberto Farias A mechanic who wants to become a race car pilot has his great opportunity when he has to take the place of another pilot who had suffered an accident. adventure -- --
2004,Raízes do Brasil,3.5,143,0.13,1692,"Raízes do Brasil Nelson Pereira dos Santos Documentary in two parts about Brazilian writer, journalist and sociologist Sérgio Buarque de Holanda. The first part describes how the author used to pass his days with family and friends, while the second offers a historical panorama of the times, including his reaction to Nazism and the years of Vargas’ dictatorship, and the arrival of the modernist movement in Brazil. documentary -- --"
1984,‘Volúpia de Mulher’,3.1,89,0.07,1693,"The Chick’s Ability John Doo A woman has to choose between being a prostitute or posing nude for a painter, in order to finance an expensive surgery for her son, his only chance to survive. drama -- --"
1990,Chico Bento em Óia a Onça e Otros Causo!,3.4,33,0.09,1694,"Chico Bento em Óia a Onça e Otros Causo! Mauricio de Sousa While taking a walk, Chico Bento, a boor living in the backwoods of Brazil, tells his friend Zé Lelé and girlfriend Rosinha some fantastic stories happened to him: he’d been turned into a frog, been attacked by ants and by an animal resembling a jaguar, and some other doubtful cases. animation family comedy"
2011,"Carne, Osso",3.8,65,0.16,1696,"Carne, Osso Caio Cavechini A documentary focused on exposing the poor work conditions of Brazilian factory workers in the meat industry. documentary -- --"
2010,‘O Céu no Andar de Baixo’,3.9,15,0.14,1697,"The Sky Downstairs Leonardo Cata Preta Since the 12-year-old Francisco make sky photographs. One day, something different appears in one of your photos changing his routine. animation -- --"
1973,Ecologia,3.2,10,0.13,1698,Ecologia Leon Hirszman This film denounces the exploitation of natural resources by certain industries of extraction and transformation. This documentary is considered as the first Brazilian film on this theme. documentary -- --
2021,‘Rua Guaicurus’,3.4,75,0.13,1699,"Guaicurus Street João Borges A red-light district in Belo Horizonte, Brazil. The camera is admitted into a “running house”. Love for sale looks like a routine, dreary assembly line exercise here, sometimes almost like a comedy. documentary -- --"
2009,‘As sombras’,3.2,15,0.09,1701,"The Shadows Marco Dutra In a country house, the patient and her husband get involved with the young psychiatrist. The noises of the forest surround them. thriller -- --"
1998,‘Pierre Verger: Mensageiro Entre Dois Mundos’,3.8,82,0.28,1702,"Pierre Fatumbi Verger: Messenger Between Two Worlds Lula Buarque de Hollanda Inspired by the life of the french-born photographer and ethnographer, Pierre Verger, the movie follows his journey between Bahia, Brazil and Benin, Oriental Africa, showing places and people he met and his life study project: the Candomblé culture. documentary -- --"
1984,Garota Dourada,2.5,105,0.06,1703,Garota Dourada Antônio Calmon The romance between a surfer and a beach girl. adventure drama --
1978,"Se Segura, Malandro!",3.6,109,0.23,1704,"Se Segura, Malandro! Hugo Carvana Paulo Otávio is the host of a pirate radio station on the slums of Rio de Janeiro. He struggles to mantain the station working, since the only help he’s got comes from news reporter Calói. Their story goes beyond as the city starts to face a crime wave. comedy -- --"
2021,‘Máquina do Desejo - 60 Anos do Teatro Oficina’,3.6,108,0.22,1705,"Desire Machine: 60 Years of Teatro Oficina Joaquim Castro In six decades, Teatro Oficina has done more than revolutionize theatrical language in the country: the aesthetic influence of José Celso Martinez Corrêa’s company extends from Tropicalism to the renewal of Brazilian audiovisual languages ​​from the 1960s onwards. The film revisits a story that it involves personalities such as Caetano Veloso, Glauber Rocha, Lina Bo Bardi, Chico Buarque and Zé do Caixão, brings together scenic art, ecology, architecture and sexuality, and mixes art and life in the search for a Brazilian based language. × documentary -- --"
2018,Negritudes Brasileiras,4.0,58,0.29,1706,"Negritudes Brasileiras Nátaly Neri The visual documentary “Negritudes Brasileiras” was a way found by Nataly Neri to continue the Brazilian racial debate, locating it in the present time with the rise of new concepts such as representativeness and the increasing popularisation of the internet. The documentary was sponsored by the Youtube project Creators For Change, which provides a framework for creators to produce content engaged in the platform to combat hate speech, racism, xenophobia, etc. documentary -- --"
2013,‘Revelando Sebastião Salgado’,3.6,75,0.13,1707,"Meeting Sebastião Salgado Betse de Paula Part activist and part globe trekking photographer, Sebastião Salgado is most famous for recording the migration of people and culture around the world. In this extensive conversation, Sebastiao Salgado revisits his adventurous career via the breathtaking images he captured. documentary -- --"
1954,Candinho,3.3,95,0.09,1708,"Candinho Abilio Pereira de Almeida Candinho is a hillbilly who leaves the country, taking his donkey along, and goes to São Paulo, trying to find his mother. comedy music --"
2017,‘Astaroth’,2.5,75,0.14,1709,"Astaroth, Female Demon Larissa Anzoategui Shrouded by the mists of time, she has been forgotten … But there is always someone to remember.  Gregório is a tattoo artist obsessed with Astaroth, a demonic entity lurking in the shadows with promises of desire and pleasure. With the art of tattooing and his arcane knowledge, he intends to rescue her from the mists of oblivion and bring her into the world of the flesh. Two young women are involved in her plans: the determined tattoo artist Dri and the sweet guitarist Lia. A friend of theirs, Mai is the young woman who will use her martial arts training to try to defend them and combat the designs of Hell. × horror -- --"
2019,Viva Alfredinho!,3.7,16,0.2,1710,"Viva Alfredinho! Roberto Berliner Founded in 1968, in tiny 18 square meters of Copacabana, Bip Bip is a carioca cultural heritage. The bar reflected the spirit of its owner, the emblematic Alfredinho. The film is an affectionate record of his funeral, a ceremony that began at the bar table and took the São João Batista cemetery with joy and longing on a carnival Saturday. documentary -- --"
2011,O Hóspede,3.4,18,0.18,1711,"O Hóspede Ramon Porto Mota In a hostel in the interior of Brazil, a strange guest and a mysterious incident leave the landlord restless and obsessed with finding out who that man is and what he is doing there. mystery science-fiction --"
2020,‘Candango: Memórias do Festival’,3.5,119,0.19,1712,"Candango: Memoirs from a Festival Lino Meireles In 1965, a year after the military coup in Brazil, an oasis of freedom opened in the country’s capital. The Brasília Film Festival: a landmark of cultural and political resistance. Its story is that of Brazilian cinema itself. documentary -- --"
2000,‘O Rap do Pequeno Príncipe Contra as Almas Sebosas’,3.5,75,0.21,1713,"The Little Prince’s Rap Against The Wicked Souls Paulo Caldas A documentary that focuses on two young male inhabitants of Recife (statistically, the fourth worst city in the world to live in) who have both reacted strongly to their situation. One has become a drummer in a rap/rock band. The other has killed forty-four people and is now in jail. Both use the term “Wicked Souls” to describe their enemies. documentary -- --"
2021,‘Como respirar fora d'água’,3.4,17,0.13,1714,"How to Breathe Out of Water Júlia Fávero On the way back from the swimming practice, Janaina is violently approached by the police. Safe back home, she differently faces her relationship with her father Julio, who’s a policeman. drama -- --"
2020,‘Mães do Derick’,3.4,77,0.16,1715,"The Mothers of Derick Cássio Kelm Thammy is Dereck’s mother. Bruna, Chiva, and Ana too. Together they raise their child. Together they make music and together they build their own house. documentary -- --"
1971,"André, a Cara e a Coragem",3.4,84,0.21,1716,"André, a Cara e a Coragem Xavier de Oliveira Country boy arrives in Rio de Janeiro, looking for a better life, but he finds it extremely difficult to get a job, and even has to work as a pimp in order to survive. drama -- --"
2017,‘Sobre Rodas’,3.3,72,0.14,1717,"On Wheels Mauro D’Addio 13-year-old Lucas makes a new friend in his classmate Lais, and joins her on an epic journey to find the father she has never known. drama adventure family"
2020,‘O Reflexo do Lago’,3.0,79,0.07,1718,"Amazon Mirror Fernando Segtowick A black and white film about the people who live near one of the world’s largest hydroelectric plants in Amazonia. In the shadow of this environmentally destructive project, they eke out involuntarily meagre lives, without electricity or infrastructure. documentary -- --"
1972,‘Quando os Deuses Adormecem’,3.2,82,0.0,1719,When the Gods Fall Asleep José Mojica Marins Prophet Finis Hominis escapes from jail and resumes his mission of saving humanity from its moral ruin. horror -- --
2012,‘Menino do Cinco’,3.6,19,0.2,1720,"The Boy at the 5 Marcelo Matos de Oliveira Richard finally finds a friend, but he can’t be of his own. drama -- --"
1970,Juliana do Amor Perdido,3.5,108,0.34,1721,"Juliana do Amor Perdido Sérgio Ricardo A beautiful young woman living in an isolated fishing community on an island falls in love with an outsider, a train machinist. But her father, a violent religious fanatic interferes. drama -- --"
1991,O Corpo,3.3,77,0.09,1722,"O Corpo José Antonio Garcia Xavier, a pharmacist, lives peacefully in bigamy with his two women, Carmen and Beatriz, but the harmony breaks down when they find he has another lover, Monique, a nightclub dancer. comedy -- --"
2020,O Melhor Verão das Nossas Vidas,2.2,98,0.03,1723,"O Melhor Verão das Nossas Vidas Adolpho Knauth Three girls are invited to participate in a music festival in their summer. However, they discover that they are in summer school, so they need to find a way to go to the musical festival without their parents finding out. comedy -- --"
2013,Se Puder… Dirija!,2.0,84,0.04,1724,"Se Puder… Dirija! Paulo Fontenelle A valet parking attendant borrows a client’s car to spend the day with his son, but gets into unexpected trouble. comedy -- --"
1996,O Guarani,2.4,91,0.04,1725,"O Guarani Norma Bengell The forbidden love affair between Peri, an Indian, and the beautiful Ceci, a Portuguese white girl, in the 17th century Brazil. drama romance --"
2020,‘O Índio Cor de Rosa Contra a Fera Invisível: A Peleja de Noel Nutels’,3.6,71,0.21,1726,The pink indian against the invisible beast: Noel Nutels’ battle Tiago Carvalho Public health physician Noel Nutels’ ideas and the footage he made of Brazilian indigenous peoples between 1940 and 1970 come together to denounce the historic massacre against native communities. documentary -- --
2021,Tarsilinha,3.2,93,0.13,1727,Tarsilinha Celia Catunda Tarsilinha sets off on a journey to save her mother’s memory. The only way to do this is to find her mom’s stolen keepsakes and overcome her own fears. animation -- --
2002,Rocha Que Voa,3.5,94,0.15,1728,Rocha Que Voa Eryk Rocha Documentary about the relationship between filmmaker Glauber Rocha and Cuba. documentary -- --
2019,‘Sem Sinal’,2.3,98,0.07,1730,No Signal Plinio Scambora Sem Sinal is the fourth webseries (later compiled into a movie) released by Viihtube on her Youtube channel.  The story unfolds after a 77 year old curse begins to haunt 5 youtubers trapped in a studio with no communication devices. thriller horror --
1982,Luz Del Fuego,3.1,106,0.08,1731,Luz Del Fuego David Neves Biography of a Brazilian dancer who lived on an island and practiced nudism when it was forbidden by law. drama comedy --
2021,8 Presidentes 1 Juramento: A História de um Tempo Presente,3.5,144,0.22,1732,"8 Presidentes 1 Juramento: A História de um Tempo Presente Carla Camurati The movie is a collage and comentary of varied third party footage on news relating to each and every one of the eight Presidents of Brazil who took office since the end of the military government, from José Sarney to Jair Bolsonaro. documentary -- --"
2012,O Gorila,3.2,94,0.07,1733,"O Gorila José Eduardo Belmonte Afrânio is a retired voice actor. Lonely and tormented by memories of his childhood. In her small apartment, looking for a way to re-integrate into society. drama thriller --"
1979,‘A Dama da Zona’,3.2,85,0.12,1734,"The Lady of the Zone Ody Fraga Tenement women from the Bexiga neighborhood become prostitutes, induced by a mulatto woman. comedy -- --"
2018,Peixe,3.4,17,0.12,1735,Peixe Yasmin Guimarães Marina is a young woman in Belo Horizonte who makes deliveries on her bike. drama -- --
1972,‘Sentença de Deus’,3.2,19,0.17,1736,God’s Sentence Ivan Cardoso A sadistic jew tortures an abnormal employee who is held captive for having owned his only daughter on the day of his death. The jew’s life turns to hell as the punishment increases and the abnormal man begins to feel pleasure with his suffering. horror -- --
2021,‘A Verdade Sai de Seu Poço Para Envergonhar a Humanidade’,3.2,22,0.16,1737,"Truth Comes Out of its Well to Shame Mankind Matheus Strelow Natália is a college student who still lives with her parents, in her childhood home. Her estranged older sister arrives for a visit, bringing along infancy memories Natália doesn’t recall. Her sleepless nights digging through her archives seem to trigger strange phenomena that might threaten Natália’s safety. horror mystery fantasy"
1985,‘Queen - Live in Rio’,3.8,60,0.26,1738,"Queen: Live in Rio Aloysio Legey British rock’s greatest entertainers play to more than 300,000 people in Rio, Brazil, headlining the first Rock in Rio festival in January 1985. music -- --"
2016,Yorimatã,3.6,116,0.21,1739,"Yorimatã Rafael Saar The lives of Luhli and Lucina, two especially important artists in the alternative cultural scene during the 1970s. In a time when transgression, love and peace guided behavior, we discover the love of two women for art, their spiritual universe, their lives in community and their three-way relationship with photographer Luiz Fernando Borges da Fonseca. documentary music --"
2010,O Amor Segundo B. Schianberg,3.1,80,0.08,1740,"O Amor Segundo B. Schianberg Beto Brant Trapped inside an apartment in Sao Paulo, an actor and a director of videos explore mutual love. Adapted from Benjamin Schianberg character, in this book Marcal Aquino, “I receive the worst news of your beautiful lips.” drama -- --"
2016,Deserto,3.0,105,0.08,1741,"Deserto Guilherme Weber A small group of artists travels the Brazilian backlands presenting a show. Upon arriving in a small village, they find an abandoned city with houses, a church, and a fountain spouting clean water, like a miracle of a biblical desert. Tired of and battered by their life as wanderers, the artists decide to settle in the village and start a new community, assigning themselves different roles from those they have played throughout their lives. This new arrangement, however, will reveal these artists the worst vices of the civilian life. × drama -- --"
2019,‘Nervo’,3.5,13,0.16,1742,Nerve Pedro Jorge A drunk missing man. A locked refrigerator. A fingernail in a meatloaf. A suspicious situation. horror -- --
2010,Náufragos,3.5,15,0.18,1743,Náufragos Gabriela Amaral Almeida Odete tries to guess where her husband would be hidden. But there is no possible hiding place. drama -- --
2009,"‘No meio do rio, entre as árvores’",3.5,73,0.01,1744,"In the middle of the River, Between Trees Jorge Bodanzky Filmmaker Jorge Bodanzky gives some classes to local communties at Alto Solimões in the Amazom and collect the results. documentary -- --"
2021,"‘Eu te amo, Bressan’",3.3,17,0.2,1745,"I Love You, Bressan Gabriel Borges After breaking up with his boyfriend, Bressan will try to tell the story of his relationship in a not so ordinary love tale. drama fantasy romance"
2016,‘O Último Trago’,2.8,90,0.04,1746,"The Last Breath Ricardo Pretti The living call for revenge. The dead minerals and vegetables demand revenge. It is the hour of general protest. It’s time for the destroying flights. It’s time for the barricades, the shootings. Famines, desires, cravings, lost dreams, miseries of all countries, unite. drama -- --"
1996,Bahia de Todos os Sambas,3.5,102,0.22,1747,"Bahia de Todos os Sambas Paulo César Saraceni Between August 23 and 31, 1983, at the “Circo Massimo”, in Rome, there was a musical event that brought together artists from Bahia. This film brings a recording of the event, also featuring backstage, rehearsals, testimonies and some relaxing moments of these great names in Bahia’s music. documentary -- --"
2020,Flush,3.2,21,0.19,1748,"Flush Diego Freitas Tom, a conservative cisgender jock encounters Sarah, a non-binary person, in a university men’s toilets, but when he intends to leave, they have been accidentally locked in and are stuck together until morning. drama -- --"
2018,Princesa Morta do Jacuí,3.7,17,0.26,1749,"Princesa Morta do Jacuí Marcela Ilha Bordin The archaeologist Margot Moreira returns to his place of birth, the exclusion zone called Central Depression, in southern Brazil. There, the sun never stops shining. science-fiction -- --"
1996,Corisco & Dadá,3.4,112,0.15,1750,"Corisco & Dadá Rosemberg Cariry Cruel and brave Brazilian outlaw called Corisco, living in the backcountry in the Northeast, an arid region, rapes 12-year-old Dadá, who becomes his woman, following him and his gang. Although they were supposed to fight against social injustice, they terrorized the small villages along their way. drama adventure --"
1998,Clandestina Felicidade,3.4,14,0.18,1751,"Clandestina Felicidade Marcelo Gomes Scenes of the childhood of a girl, living in a small Brazilian town. comedy drama --"
2007,‘Caixa Dois’,2.8,90,0.04,1752,"Money on the Side Bruno Barreto Fishy businessman deposits some money in his secretary’s (and lover) account. But a typing mistake sends the money to an honest woman’s account, whose husband had just been fired. comedy -- --"
2020,Rosa Tirana,2.7,72,0.04,1753,"Rosa Tirana Rogério Sagui In a sun-drenched land, during the greatest drought that the Northeastern hinterland has ever lived, The girl Rosa dives on a long journey through the arid and fantastical caatinga, in search of an encounter with our lady Immaculate, the queen of the hinterland.  With an insightful tone, the plot is enveloped by an amalgamation of factors that, in the dryness of the portrayed landscape, becomes fertilizer for the understanding of human drama, from the perspective of the little protagonist. × drama -- --"
2010,Aparecida - O Milagre,2.6,90,0.04,1755,"Aparecida - O Milagre Tizuka Yamasaki Marcos Resende is a cold and crisis man command MetalNobre company. Mark lost his faith in God when her father, Antonio, died in the construction of the Basilica of Our Lady of Aparecida. He had asked the day before to Our Lady Aparecida cleats for him to play in a team and his father would buy them. Mark is separated from wife and Sonia have feuds with son Lucas, in addition to keeping a bad emotional relationship with Beatriz, an official of the company and his mother, Julia. After a misunderstanding, Lucas suffers a serious motorcycle accident. Then Mark revive its history and living with his father. And when he turns to Julia, she reveals the mysterious grace of his family. × drama -- --"
2019,Pop Ritual,3.5,20,0.13,1756,Pop Ritual Mozart Freire A priest captures and arrests a vampire. He visits him for a regime of scientific experiments and strangeness. Over time the encounters become a hallucinated erotic and supernatural relationship. horror mystery --
2016,‘O Estranho Caso de Ezequiel’,3.1,71,0.08,1758,"The Strange Case of Ezequiel Guto Parente After the sudden death of his wife, Ezequiel lives sad and resigned in solitude. Until the day that an extra-terrestrial being appears in his life and changes the color of his destiny. fantasy comedy --"
2020,‘Dois Homens ao Mar’,3.5,17,0.17,1759,"Two Men by the Sea Gabriel Motta After leaving Brazil, César meets Martin at an empty cafe in Tallinn, Estonia. In front of them, the uncertain infinity of the sea. drama -- --"
2015,‘História de Uma Pena’,3.2,31,0.12,1760,"Story of a Feather Leonardo Mouramateus A teacher awaits the arrival of his late students. Far away, a young couple wakes up surrounded by trees. It’s ten-fifteen in the morning. drama -- --"
2019,‘Cão Maior’,3.5,20,0.19,1761,"Canis Majoris Filipe Alves Canis Majoris is a short science fiction gay film about affection and adolescence that takes place in the peripheral cities of the Federal District, in Brazil. Icaro is a Brazilian teenager who tries to fill his time to kill boredom on vacation. During the summer vacation, returning from a football match, he meets Joao. Together they witness the appearance of a new star in the sky, which makes the nights on Earth red and hot. Trying to cope with the fact that they are growing, with the tedium and the extra heat this summer, Icaro and Joao begin to spend nights together in the streets of the city and discover that, in addition to the star, something is emerging between them. × science-fiction drama --"
2014,Encantados,2.6,78,0.11,1762,"Encantados Tizuka Yamasaki The real-life story of Zeneida, a girl who moves to a farm with her mother and finds herself having an unusual connection with a forest spirit. drama romance history"
2020,"‘Aleluia, o Canto Infinito do Tincoã’",3.6,67,0.26,1763,"Aleluia, the Infinite Song Tenille Bezerra Component of the vocal trio “Os Tincoãs”, the singer and composer Mateus Aleluia developed his musical career between Brazil and Angola. Back in Brazil around the 2000s he retakes his artistic production in an acclaimed solo career. Following the process of composition of his second album, the documentary “Aleluia, The Infinite Song” addresses in the construction of the imagery around the artist’s life and work. documentary -- --"
1978,‘Seduzidas Pelo Demônio’,2.9,92,0.04,1765,"Seduced by the Demon Raffaele Rossi A teacher’s stepson performs brutal killings when possessed by a spirit who’s been near him, since a satanic ceremony performed during his childhood. horror -- --"
2021,Passagem Secreta,2.7,95,0.08,1766,"Passagem Secreta Rodrigo Grota Alice is forced to move alone to a small town, where she meets a new group of friends. While breaking into an amusement park to rescue one of her classmates, Alice discovers secrets about her identity and must make choices. family adventure science-fiction"
